comment,sentiment
"Trying it out: So my friend swears by this and she got me to try it out. All of my girlfriends and I are constantly trying out new products and sharing ideas, our husbands are lost, but then I don't know if I really get fishing either so I suppose we're even :P I use Retinol in at least one other product I use for wrinkles that has worked great. If you're concerned about having nice skin and keeping it that way, you should check out my fave five look young products:Lancome Absolue Replenishing Cream SPF 15Clinique Clarifying Lotion 3Relastin, Eye Silk, 0.5 oz, 15 mlSkinCeuticals Ultimate UV Defense SPF 30 3ozRoC Retinol Correxion Deep Wrinkle Serum 1ozI can't turn back the clock, but I'm not going down without a fight either!",1
"This really works!: When I saw this product on the Dermadoctor website I was really excited to try it. It shows the photos of the clinical trials and how the pores reduced in size. I bought it even though it was expensive and I'm very glad I did. Right away I saw a difference the first time I used it. I've been using it for about 3 weeks now and have to say that I can't believe the difference it has made. A bunch of the pores that were enlarged have closed completely, and the ones that were very big have gotten smaller. I'm also using 10% glycolic pads that exfoliates my skin and so I believe that is why my results have been so good. If you have blackheads it will take longer to close the pores because they have to be clear before they can actually close up. It does work very well at removing the blackheads, but if you have a severe blackhead problem your better off going at it with a 2-step approach with the glycolic acid before applying. Especially if you want quick results.",1
"Balanced view of Black response to the 60's: Early writes of three representative and important figures in the Black movement of the 60's. Mohammed Ali, Sammy Davis,Jr., and Cecil Moore. Each man represented a different way of responding to the racism around him. Easy and straight-forward, Early's discussion of the",1
"Tangerine Dream is great.: I love Tangerine Dream, but this album is not my favorite. Still worth owning though.",1
"If there was an option for infinite stars....: You may have heard of Greg Rucka through comics. You may have read and enjoyed Detective Comics, Queen and Country, Whiteout, or Elecktra.It's time to put the comics away, and read his Atticus Kodiak series.These books are the best I've read in a long time. You hate and love the characters as if they were real people. Because he writes them as real people. Reading these books are almost like reading non-fiction. It has been years since I've been so engrossed with a series. I am dreading finishing the last one, because I know that will be it until he writes a new one.What are you waiting for? Order them.You'll thank me for it.",1
"Political overtones marred story line and characters: I did not enjoy this book, the story line, or the major characters because of the political heavyhandedness of the author. The major character of the book is an abortionist, whom the author portrays as a heroine. The author is obviously a liberal, and strongly pro-abortion, and felt the need to use this genre to advance his views on the subject. Regardless of your political views, I believe that most people would find the use of this genre to be inappropriate to advance those views. The characters were political symbols and not genuine people.",0
"Poor quality saffron: I normally do not write reviews, but I decided to write one in this case to help fellow buyers. We recently bought 2 tins (1-ounce) of this item and I am VERY disappointed with the quality of the saffron. Despite its steep price, it is not pure saffron. We are seeing instant loss of color when dipped in water. The threads are breaking down almost instantly in water. Also, the taste and aroma are not very rich. I am quite disappointed with quality of the product and will never buy from this seller again.",0
"Great complex quirky prog: This is a German prog band from 1976.This music is very innovative and can be quite complex.It reminds me quite a bit of the English band,Gentle Giant.The musicianship is definatetly top-notch and the song writing is mostly excellent.There are 4 tracks out of 6 that I enjoy.I would actually give these guys a 4 1/2 for this album.The previous album,Plastic People is in the same vein but not quite as good.From what I've read,I wouldn't bother with any of their other albums.If you like complex prog in the Gentle Giant vein where the band seems to throw everything at you but the kitchen sink,without being overly experimental,this is for you.Unfortuneatly the Cd is out of print and can be quite pricey.Maybe get Plastic People and remember this one is at least twice as good as PP.At least then it will give you an idea of the music.Expect lots of time changes,weird synth sounds,along with woodwinds.Great Cd overall.",1
Snowmobile Dolly: I purchased these needing something to move my snowmobiles around. They work very well. Easy to use and easy to store.,1
"Shoddy, better choices elsewhere: I purchased the 1500lb rated set from Northern Tools today. The first time I used the set, the dolly under the snowmobile track blew ballbearings across my drivway. There's cheap, but this is bad cheap even for a chinese product. Spend the extra $10, get a better name brand set.",0
"Best toy around: I think the Litllest Pet shop animals are the best toy because you can take them in the car and stuff like that with you.But when you are in th ecar after dark they don't have a light up screen Also they have this sticker diary where you can get different stickers for doing different things with your pets. You can also hook them up to other animals and then your animal and the other animal dance. It looks so cool. Trust me. And you can also feed, groom and play games with your pet. I love them.",1
